order_id,customer_id,age,product_id,country,signup_date,last_purchase_date,cancellations_count,subscription_status,order_date,unit_price,quantity,preferred_category,product_name,category,gender,order_amount,recency_days,frequency,monetary,tenure_days,avg_order_value,purchase_intensity,inactive_ratio
ORD5019,CUST1019,51,PROD219,India,2022-09-14,2025-08-13,0,paused,2024-10-27,199.58,8,Clothing,Refrigerator,Home,Female,1596.64,8,41,1596.64,1072,38.94243902439025,0.03824626865671642,0.007462686567164179
ORD5020,CUST1020,64,PROD220,Canada,2022-03-13,2024-01-23,4,active,2022-05-06,242.03,6,Electronics,Cricket Bat,Sports,Female,1452.18,576,2,1452.18,1257,726.09,0.0015910898965791568,0.45823389021479716
ORD5021,CUST1021,52,PROD221,Germany,2021-02-02,2022-06-20,1,paused,2024-08-20,50.78,7,Home,Dress,Clothing,Male,355.46000000000004,1158,9,355.46000000000004,1661,39.49555555555556,0.005418422636965683,0.6971703792895846
ORD5022,CUST1022,28,PROD222,Germany,2022-06-09,2022-08-05,2,active,2024-02-06,89.87,6,Home,Smartphone,Electronics,Female,539.22,1112,39,539.22,1169,13.826153846153847,0.033361847733105215,0.951240376390077
ORD5023,CUST1023,25,PROD223,Germany,2021-05-04,2025-06-11,5,active,2025-07-11,52.34,8,Electronics,Camera,Electronics,Male,418.72,71,16,418.72,1570,26.17,0.01019108280254777,0.04522292993630573
ORD5024,CUST1024,45,PROD224,Germany,2022-04-14,2023-01-29,2,active,2024-05-21,232.67,3,Clothing,Lipstick,Beauty,Male,698.01,935,20,698.01,1225,34.9005,0.0163265306122449,0.763265306122449
ORD5025,CUST1025,49,PROD225,India,2021-11-07,2022-06-09,3,cancelled,2022-09-26,142.89,5,Clothing,Sneakers,Clothing,Male,714.4499999999999,1169,40,714.4499999999999,1383,17.86125,0.028922631959508314,0.8452639190166306
ORD5026,CUST1026,27,PROD226,Germany,2023-05-15,2025-05-05,0,paused,2024-08-26,44.69,7,Beauty,T-Shirt,Clothing,Male,312.83,108,28,312.83,829,11.1725,0.033775633293124246,0.13027744270205066
ORD5027,CUST1027,69,PROD227,Pakistan,2021-03-23,2022-02-25,4,cancelled,2024-11-13,139.3,7,Clothing,Tennis Racket,Sports,Male,975.1000000000001,1273,42,975.1000000000001,1612,23.21666666666667,0.026054590570719603,0.7897022332506204
ORD5028,CUST1028,66,PROD228,India,2021-06-02,2025-04-03,1,active,2022-01-17,149.65,8,Electronics,Sofa,Home,Male,1197.2,140,45,1197.2,1541,26.604444444444447,0.029201817001946788,0.09085009733939
ORD5029,CUST1029,43,PROD229,Canada,2020-08-22,2024-03-22,3,cancelled,2021-08-06,157.1,6,Electronics,Laptop,Electronics,Female,942.5999999999999,517,14,942.5999999999999,1825,67.32857142857142,0.007671232876712329,0.28328767123287674
ORD5030,CUST1030,18,PROD230,Germany,2021-04-19,2021-06-01,5,active,2023-03-04,182.53,9,Clothing,Basketball,Sports,Male,1642.77,1542,24,1642.77,1585,68.44875,0.015141955835962145,0.9728706624605679
ORD5031,CUST1031,37,PROD231,Canada,2021-08-19,2023-07-22,4,paused,2024-09-07,31.95,1,Home,Dress,Clothing,Male,31.95,761,9,31.95,1463,3.55,0.006151742993848257,0.5201640464798359
ORD5032,CUST1032,52,PROD232,Germany,2021-02-09,2021-07-27,0,cancelled,2023-11-10,804.77,2,Beauty,Cycling Helmet,Sports,Female,1609.54,1486,26,1609.54,1654,61.90538461538461,0.015719467956469165,0.898428053204353
ORD5033,CUST1033,50,PROD233,Canada,2022-03-25,2022-09-25,5,active,2022-09-05,332.38,5,Home,Shirt,Clothing,Male,1661.9,1061,29,1661.9,1245,57.306896551724144,0.023293172690763052,0.8522088353413655
ORD5034,CUST1034,49,PROD234,UK,2021-02-26,2025-04-22,5,active,2021-10-18,1292.65,1,Electronics,Cricket Bat,Sports,Female,1292.65,121,12,1292.65,1637,107.72083333333335,0.007330482590103849,0.07391569945021381
ORD5035,CUST1035,48,PROD235,India,2021-07-11,2023-11-23,3,active,2024-06-03,36.39,7,Electronics,Tablet,Electronics,Female,254.73000000000002,637,24,254.73000000000002,1502,10.613750000000001,0.015978695073235686,0.4241011984021305
ORD5036,CUST1036,42,PROD236,UK,2023-08-03,2024-01-14,0,paused,2024-09-22,79.19,7,Home,Camera,Electronics,Male,554.3299999999999,585,13,554.3299999999999,749,42.64076923076922,0.017356475300400534,0.7810413885180241
ORD5037,CUST1037,66,PROD237,India,2023-03-25,2023-05-16,3,active,2024-12-29,94.06,4,Sports,Blender,Home,Male,376.24,828,48,376.24,880,7.838333333333334,0.05454545454545454,0.9409090909090909
ORD5038,CUST1038,25,PROD238,Pakistan,2022-02-17,2023-06-29,3,paused,2022-03-13,786.48,2,Sports,Basketball,Sports,Female,1572.96,784,11,1572.96,1281,142.99636363636364,0.00858704137392662,0.6120218579234973
ORD5039,CUST1039,40,PROD239,India,2022-12-04,2024-12-13,5,active,2025-06-05,20.55,6,Beauty,Sneakers,Clothing,Female,123.30000000000001,251,47,123.30000000000001,991,2.6234042553191492,0.04742684157416751,0.2532795156407669
ORD5040,CUST1040,31,PROD240,USA,2023-05-08,2025-08-06,3,active,2023-10-09,203.23,5,Beauty,Sneakers,Clothing,Male,1016.15,15,45,1016.15,836,22.58111111111111,0.05382775119617225,0.017942583732057416
ORD5041,CUST1041,55,PROD241,Pakistan,2022-07-19,2025-03-28,5,active,2024-12-02,65.07,7,Sports,Dumbbells,Sports,Female,455.48999999999995,146,5,455.48999999999995,1129,91.09799999999998,0.0044286979627989375,0.12931798051372898
ORD5042,CUST1042,57,PROD242,Germany,2023-05-23,2025-03-15,4,paused,2023-08-25,1954.64,1,Home,Cricket Bat,Sports,Other,1954.64,159,36,1954.64,821,54.29555555555556,0.0438489646772229,0.19366626065773446
ORD5043,CUST1043,55,PROD243,UK,2023-04-22,2024-05-28,4,active,2024-12-24,18.98,7,Sports,Smartphone,Electronics,Female,132.86,450,45,132.86,852,2.9524444444444446,0.0528169014084507,0.528169014084507
ORD5044,CUST1044,47,PROD244,Germany,2022-03-11,2023-12-11,5,cancelled,2025-07-09,654.56,3,Beauty,Football,Sports,Male,1963.6799999999998,619,48,1963.6799999999998,1259,40.91,0.03812549642573471,0.49166004765687055
ORD5045,CUST1045,29,PROD245,Pakistan,2020-11-30,2022-05-22,0,active,2023-10-24,334.17,5,Home,Headphones,Electronics,Male,1670.8500000000001,1187,6,1670.8500000000001,1725,278.475,0.0034782608695652175,0.6881159420289855
ORD5046,CUST1046,19,PROD246,Pakistan,2023-03-21,2025-01-14,0,active,2024-04-29,219.75,5,Beauty,Jacket,Clothing,Female,1098.75,219,37,1098.75,884,29.695945945945947,0.0418552036199095,0.24773755656108598
ORD5047,CUST1047,38,PROD247,Canada,2021-07-13,2022-07-09,1,active,2021-07-23,223.05,7,Home,Lamp,Home,Male,1561.3500000000001,1139,23,1561.3500000000001,1500,67.88478260869566,0.015333333333333332,0.7593333333333333
ORD5048,CUST1048,48,PROD248,Pakistan,2023-04-10,2025-04-18,5,paused,2025-06-09,149.88,4,Sports,Headphones,Electronics,Male,599.52,125,35,599.52,864,17.129142857142856,0.04050925925925926,0.14467592592592593
ORD5049,CUST1049,58,PROD249,Germany,2022-06-17,2025-01-04,4,active,2024-11-26,165.27,9,Sports,Bluetooth Speaker,Electronics,Male,1487.43,229,30,1487.43,1161,49.581,0.025839793281653745,0.19724375538329025
ORD5050,CUST1050,27,PROD250,Pakistan,2020-08-29,2024-08-15,0,paused,2023-02-09,222.62,8,Beauty,Gaming Console,Electronics,Female,1780.96,371,37,1780.96,1818,48.134054054054054,0.02035203520352035,0.20407040704070406
ORD5051,CUST1051,54,PROD251,Canada,2022-12-05,2023-07-13,2,active,2025-06-05,45.17,2,Beauty,Bluetooth Speaker,Electronics,Male,90.34,770,14,90.34,990,6.452857142857143,0.014141414141414142,0.7777777777777778
ORD5052,CUST1052,67,PROD252,USA,2020-09-09,2025-05-28,3,active,2022-03-19,136.95,8,Clothing,Basketball,Sports,Female,1095.6,85,4,1095.6,1807,273.9,0.002213613724405091,0.04703929164360819
ORD5053,CUST1053,51,PROD253,Canada,2020-10-05,2021-08-16,4,cancelled,2025-04-03,323.04,3,Beauty,Nail Polish,Beauty,Female,969.1200000000001,1466,8,969.1200000000001,1781,121.14000000000001,0.004491858506457047,0.8231330713082537
ORD5054,CUST1054,59,PROD254,UK,2023-05-03,2024-04-26,0,cancelled,2023-12-24,104.0,3,Electronics,Smartphone,Electronics,Male,312.0,482,1,312.0,841,312.0,0.0011890606420927466,0.5731272294887039
ORD5055,CUST1055,42,PROD255,USA,2022-04-09,2022-08-04,4,cancelled,2023-04-10,251.6,3,Beauty,Lamp,Home,Female,754.8,1113,23,754.8,1230,32.81739130434782,0.01869918699186992,0.9048780487804878
ORD5056,CUST1056,38,PROD256,USA,2023-08-15,2023-12-28,0,active,2025-04-18,472.04,2,Electronics,Shirt,Clothing,Male,944.08,602,17,944.08,737,55.53411764705883,0.023066485753052916,0.8168249660786974
ORD5057,CUST1057,23,PROD257,Germany,2023-02-27,2025-02-11,5,active,2023-03-14,21.85,8,Home,Tennis Racket,Sports,Female,174.8,191,1,174.8,906,174.8,0.0011037527593818985,0.2108167770419426
ORD5058,CUST1058,18,PROD258,USA,2021-04-22,2023-05-18,3,active,2023-02-04,295.22,5,Electronics,Jeans,Clothing,Male,1476.1000000000001,826,18,1476.1000000000001,1582,82.00555555555556,0.011378002528445006,0.5221238938053098
ORD5059,CUST1059,41,PROD259,Canada,2020-08-30,2023-09-02,0,paused,2023-09-30,362.26,5,Beauty,Running Shoes,Sports,Female,1811.3,719,13,1811.3,1817,139.33076923076922,0.007154650522839846,0.3957072096862961
ORD5060,CUST1060,35,PROD260,Canada,2021-08-16,2021-09-21,1,cancelled,2021-11-22,286.73,6,Beauty,Cycling Helmet,Sports,Female,1720.38,1430,42,1720.38,1466,40.96142857142858,0.0286493860845839,0.975443383356071
ORD5061,CUST1061,39,PROD261,Canada,2021-12-29,2024-01-10,3,active,2022-04-05,34.68,9,Home,Smartphone,Electronics,Female,312.12,589,2,312.12,1331,156.06,0.0015026296018031556,0.4425244177310293
ORD5062,CUST1062,33,PROD262,UK,2021-09-09,2024-02-02,4,paused,2022-11-14,370.97,4,Electronics,Sneakers,Clothing,Female,1483.88,566,13,1483.88,1442,114.14461538461539,0.009015256588072122,0.3925104022191401
ORD5063,CUST1063,34,PROD263,Canada,2020-11-26,2022-03-10,4,active,2021-08-17,841.95,2,Sports,Camera,Electronics,Female,1683.9,1260,9,1683.9,1729,187.10000000000002,0.005205320994794679,0.728744939271255
ORD5064,CUST1064,22,PROD264,Germany,2022-07-08,2023-02-03,4,cancelled,2024-03-31,1795.65,1,Clothing,Sofa,Home,Female,1795.65,930,16,1795.65,1140,112.228125,0.014035087719298246,0.8157894736842105
ORD5065,CUST1065,56,PROD265,Pakistan,2020-11-16,2025-06-12,1,paused,2022-08-15,459.56,3,Sports,Smartwatch,Electronics,Male,1378.68,70,7,1378.68,1739,196.95428571428573,0.0040253018976423235,0.04025301897642323
ORD5066,CUST1066,54,PROD266,Pakistan,2023-07-13,2024-04-10,3,cancelled,2024-08-08,193.86,5,Home,Hoodie,Clothing,Female,969.3000000000001,498,9,969.3000000000001,770,107.7,0.011688311688311689,0.6467532467532467
ORD5067,CUST1067,66,PROD267,UK,2021-09-24,2024-10-30,4,active,2024-06-22,180.63,3,Clothing,Cycling Helmet,Sports,Female,541.89,295,39,541.89,1427,13.894615384615385,0.027330063069376315,0.20672740014015417
ORD5068,CUST1068,45,PROD268,Canada,2023-05-27,2024-09-11,5,active,2024-09-28,1217.67,1,Home,Lipstick,Beauty,Other,1217.67,344,40,1217.67,817,30.441750000000003,0.04895960832313342,0.42105263157894735
ORD5069,CUST1069,19,PROD269,Canada,2022-01-25,2025-06-29,4,active,2025-01-07,262.1,6,Clothing,Smartwatch,Electronics,Male,1572.6000000000001,53,33,1572.6000000000001,1304,47.654545454545456,0.02530674846625767,0.040644171779141106
ORD5070,CUST1070,33,PROD270,India,2023-07-29,2024-12-18,3,active,2025-04-17,466.13,3,Home,Jeans,Clothing,Female,1398.3899999999999,246,25,1398.3899999999999,754,55.935599999999994,0.033156498673740056,0.32625994694960214
ORD5071,CUST1071,62,PROD271,India,2021-10-09,2024-03-01,2,active,2022-12-25,365.16,3,Sports,Laptop,Electronics,Female,1095.48,538,13,1095.48,1412,84.26769230769231,0.009206798866855524,0.3810198300283286
ORD5072,CUST1072,34,PROD272,Canada,2020-12-14,2021-04-01,3,active,2023-07-10,24.08,5,Beauty,Bluetooth Speaker,Electronics,Male,120.39999999999999,1603,28,120.39999999999999,1711,4.3,0.01636469900642899,0.9368790181180596
ORD5073,CUST1073,57,PROD273,Pakistan,2021-11-01,2022-10-20,0,cancelled,2025-07-21,167.47,5,Sports,Sofa,Home,Male,837.35,1036,13,837.35,1389,64.41153846153847,0.009359251259899209,0.7458603311735061
ORD5074,CUST1074,21,PROD274,India,2021-08-19,2025-05-21,2,active,2022-09-11,44.36,6,Sports,Bluetooth Speaker,Electronics,Female,266.15999999999997,92,27,266.15999999999997,1463,9.857777777777777,0.01845522898154477,0.06288448393711552
ORD5075,CUST1075,43,PROD275,USA,2022-08-20,2024-02-20,1,cancelled,2023-08-16,157.7,5,Home,Dumbbells,Sports,Female,788.5,548,32,788.5,1097,24.640625,0.02917046490428441,0.4995442114858706
ORD5076,CUST1076,63,PROD276,USA,2021-05-03,2022-08-06,5,cancelled,2025-07-30,244.5,6,Clothing,Blender,Home,Male,1467.0,1111,19,1467.0,1571,77.21052631578948,0.0120942075111394,0.7071928707829408
ORD5077,CUST1077,35,PROD277,UK,2021-07-17,2024-12-08,2,cancelled,2024-10-28,1519.11,1,Sports,Tablet,Electronics,Female,1519.11,256,47,1519.11,1496,32.32148936170213,0.03141711229946524,0.1711229946524064
ORD5078,CUST1078,55,PROD278,UK,2021-04-11,2023-12-29,2,cancelled,2024-08-06,160.26,8,Beauty,Face Wash,Beauty,Female,1282.08,601,44,1282.08,1593,29.138181818181817,0.027620841180163214,0.37727558066541117
ORD5079,CUST1079,54,PROD279,Germany,2020-10-05,2025-05-21,5,active,2024-04-06,154.0,7,Sports,Foundation,Beauty,Male,1078.0,92,21,1078.0,1781,51.333333333333336,0.011791128579449747,0.05165637282425604
ORD5080,CUST1080,53,PROD280,Germany,2021-11-02,2023-10-10,0,active,2024-10-02,119.16,7,Electronics,Perfume,Beauty,Male,834.12,681,4,834.12,1388,208.53,0.002881844380403458,0.49063400576368876
ORD5081,CUST1081,20,PROD281,USA,2023-07-01,2023-12-18,5,active,2025-02-16,68.21,5,Home,Refrigerator,Home,Male,341.04999999999995,612,8,341.04999999999995,782,42.631249999999994,0.010230179028132993,0.782608695652174
ORD5082,CUST1082,18,PROD282,UK,2021-09-23,2022-02-20,0,active,2025-06-07,112.63,7,Electronics,Headphones,Electronics,Male,788.41,1278,20,788.41,1428,39.4205,0.014005602240896359,0.8949579831932774
ORD5083,CUST1083,44,PROD283,UK,2021-10-03,2023-11-08,0,active,2022-04-23,269.36,6,Beauty,Basketball,Sports,Female,1616.16,652,16,1616.16,1418,101.01,0.011283497884344146,0.459802538787024
ORD5084,CUST1084,20,PROD284,Pakistan,2021-12-02,2025-04-26,0,active,2023-12-14,1032.49,1,Sports,Dress,Clothing,Male,1032.49,117,1,1032.49,1358,1032.49,0.0007363770250368188,0.0861561119293078
ORD5085,CUST1085,51,PROD285,Germany,2021-04-04,2023-11-27,0,active,2022-09-01,253.07,2,Sports,Tablet,Electronics,Female,506.14,633,7,506.14,1600,72.30571428571429,0.004375,0.395625
ORD5086,CUST1086,55,PROD286,Germany,2021-01-15,2024-06-21,1,active,2021-08-25,189.41,8,Home,Laptop,Electronics,Female,1515.28,426,3,1515.28,1679,505.0933333333333,0.001786777843954735,0.2537224538415724
ORD5087,CUST1087,52,PROD287,Pakistan,2022-04-05,2023-06-20,1,cancelled,2024-03-27,1495.51,1,Home,Refrigerator,Home,Female,1495.51,793,45,1495.51,1234,33.233555555555554,0.03646677471636953,0.6426256077795786
ORD5088,CUST1088,31,PROD288,Germany,2021-10-16,2022-11-08,4,cancelled,2024-12-07,384.7,2,Home,Gaming Console,Electronics,Female,769.4,1017,38,769.4,1405,20.24736842105263,0.02704626334519573,0.7238434163701067
ORD5089,CUST1089,46,PROD289,India,2021-08-28,2023-09-07,5,active,2024-01-16,256.4,6,Home,Sofa,Home,Male,1538.3999999999999,714,29,1538.3999999999999,1454,53.04827586206896,0.019944979367262722,0.49105914718019256
ORD5090,CUST1090,61,PROD290,Pakistan,2023-07-07,2023-08-08,0,active,2025-07-14,289.7,4,Clothing,Chair,Home,Female,1158.8,744,14,1158.8,776,82.77142857142857,0.01804123711340206,0.9587628865979382
ORD5091,CUST1091,30,PROD291,Canada,2021-02-27,2023-06-26,2,active,2024-02-25,27.0,5,Electronics,Dining Table,Home,Female,135.0,787,8,135.0,1636,16.875,0.004889975550122249,0.48105134474327627
ORD5092,CUST1092,56,PROD292,Canada,2021-09-13,2022-05-22,2,active,2024-11-29,279.83,3,Clothing,Moisturizer,Beauty,Female,839.49,1187,28,839.49,1438,29.981785714285714,0.019471488178025034,0.825452016689847
ORD5093,CUST1093,24,PROD293,Canada,2023-05-29,2024-06-28,0,paused,2024-10-22,290.29,5,Sports,Headphones,Electronics,Male,1451.45,419,30,1451.45,815,48.38166666666667,0.03680981595092025,0.5141104294478528
ORD5094,CUST1094,68,PROD294,Pakistan,2022-07-14,2024-12-25,2,active,2024-07-05,259.26,6,Home,Yoga Mat,Sports,Female,1555.56,239,38,1555.56,1134,40.93578947368421,0.03350970017636684,0.21075837742504408
ORD5095,CUST1095,52,PROD295,Canada,2022-10-20,2024-11-11,5,cancelled,2025-07-09,159.25,5,Sports,Gaming Console,Electronics,Male,796.25,283,40,796.25,1036,19.90625,0.03861003861003861,0.2731660231660232
ORD5096,CUST1096,43,PROD296,USA,2021-02-15,2021-10-19,0,active,2025-01-25,62.41,3,Sports,Tennis Racket,Sports,Female,187.23,1402,30,187.23,1648,6.241,0.01820388349514563,0.8507281553398058
ORD5097,CUST1097,35,PROD297,Pakistan,2021-03-31,2022-11-21,4,active,2022-05-22,107.73,5,Home,Smartwatch,Electronics,Male,538.65,1004,26,538.65,1604,20.717307692307692,0.016209476309226933,0.6259351620947631
ORD5098,CUST1098,66,PROD298,Germany,2021-09-15,2022-08-07,5,paused,2022-05-28,556.57,2,Sports,T-Shirt,Clothing,Male,1113.14,1110,40,1113.14,1436,27.828500000000002,0.027855153203342618,0.7729805013927576
ORD5099,CUST1099,32,PROD299,UK,2021-09-18,2022-04-15,2,active,2022-01-19,990.57,1,Sports,Headphones,Electronics,Female,990.57,1224,5,990.57,1433,198.114,0.0034891835310537334,0.854152128401954
ORD5100,CUST1100,57,PROD300,UK,2020-11-28,2024-01-20,2,cancelled,2022-03-10,140.71,6,Home,Nail Polish,Beauty,Female,844.26,579,26,844.26,1727,32.47153846153846,0.015055008685581933,0.3352634626519977
ORD5101,CUST1101,49,PROD301,USA,2022-04-15,2024-09-20,2,active,2025-03-09,38.59,9,Sports,Yoga Mat,Sports,Male,347.31000000000006,335,48,347.31000000000006,1224,7.2356250000000015,0.0392156862745098,0.27369281045751637
ORD5102,CUST1102,62,PROD302,USA,2023-08-14,2024-07-08,1,active,2025-05-18,196.79,8,Clothing,Moisturizer,Beauty,Female,1574.32,409,35,1574.32,738,44.98057142857143,0.04742547425474255,0.55420054200542
ORD5103,CUST1103,36,PROD303,Germany,2023-06-18,2025-04-06,4,active,2024-01-27,84.34,5,Sports,Basketball,Sports,Female,421.70000000000005,137,41,421.70000000000005,795,10.285365853658538,0.05157232704402516,0.17232704402515722
ORD5104,CUST1104,51,PROD304,USA,2022-07-27,2023-10-17,2,paused,2025-01-04,760.96,1,Electronics,Foundation,Beauty,Male,760.96,674,13,760.96,1121,58.535384615384615,0.01159678858162355,0.6012488849241748
ORD5105,CUST1105,54,PROD305,India,2022-10-01,2024-11-10,4,active,2024-03-12,716.3,2,Home,Smartphone,Electronics,Female,1432.6,284,24,1432.6,1055,59.69166666666666,0.022748815165876776,0.26919431279620853
ORD5106,CUST1106,27,PROD306,UK,2022-09-15,2025-02-21,0,cancelled,2025-06-28,396.36,5,Sports,Chair,Home,Female,1981.8000000000002,181,34,1981.8000000000002,1071,58.288235294117655,0.031746031746031744,0.16900093370681607
ORD5107,CUST1107,42,PROD307,Germany,2020-10-16,2022-03-08,0,active,2021-07-04,805.84,2,Home,Cycling Helmet,Sports,Female,1611.68,1262,39,1611.68,1770,41.32512820512821,0.022033898305084745,0.7129943502824859
ORD5108,CUST1108,51,PROD308,India,2022-07-04,2024-11-11,3,cancelled,2024-07-23,107.67,4,Clothing,Vacuum Cleaner,Home,Other,430.68,283,26,430.68,1144,16.564615384615387,0.022727272727272728,0.24737762237762237
ORD5109,CUST1109,39,PROD309,India,2022-11-06,2024-04-05,1,cancelled,2024-09-14,233.34,6,Clothing,Perfume,Beauty,Male,1400.04,503,44,1400.04,1019,31.819090909090907,0.04317958783120707,0.49362119725220804
ORD5110,CUST1110,23,PROD310,Canada,2022-10-29,2023-08-21,1,active,2024-04-05,353.8,3,Electronics,Perfume,Beauty,Female,1061.4,731,11,1061.4,1027,96.4909090909091,0.010710808179162609,0.7117818889970788
ORD5111,CUST1111,59,PROD311,India,2023-01-27,2023-12-26,0,paused,2025-01-11,221.28,8,Clothing,Jeans,Clothing,Female,1770.24,604,41,1770.24,937,43.17658536585366,0.04375667022411953,0.6446104589114194
ORD5112,CUST1112,29,PROD312,Canada,2021-02-13,2023-10-05,4,paused,2024-11-27,247.78,8,Electronics,Lipstick,Beauty,Female,1982.24,686,28,1982.24,1650,70.79428571428572,0.01696969696969697,0.41575757575757577
ORD5113,CUST1113,50,PROD313,India,2023-08-11,2025-03-07,0,cancelled,2023-10-26,1810.76,1,Clothing,Yoga Mat,Sports,Male,1810.76,167,13,1810.76,741,139.28923076923076,0.017543859649122806,0.2253711201079622
ORD5114,CUST1114,31,PROD314,Pakistan,2021-12-16,2023-05-27,3,active,2023-11-01,164.62,6,Sports,Sofa,Home,Female,987.72,817,15,987.72,1344,65.848,0.011160714285714286,0.6078869047619048
ORD5115,CUST1115,65,PROD315,Canada,2022-07-26,2022-10-01,3,active,2023-06-15,57.48,5,Beauty,Tablet,Electronics,Female,287.4,1055,42,287.4,1122,6.8428571428571425,0.0374331550802139,0.9402852049910874
ORD5116,CUST1116,28,PROD316,Canada,2022-11-29,2024-09-28,0,active,2024-05-16,431.26,3,Electronics,Vacuum Cleaner,Home,Female,1293.78,327,3,1293.78,996,431.26,0.0030120481927710845,0.32831325301204817
ORD5117,CUST1117,31,PROD317,Germany,2020-12-30,2021-06-09,0,cancelled,2023-03-02,205.69,8,Clothing,Dress,Clothing,Male,1645.52,1534,7,1645.52,1695,235.0742857142857,0.004129793510324484,0.9050147492625369
ORD5118,CUST1118,45,PROD318,Canada,2022-03-01,2024-09-17,1,active,2022-08-22,338.72,1,Home,Hoodie,Clothing,Male,338.72,338,22,338.72,1269,15.396363636363638,0.017336485421591805,0.26635145784081954
